stationCode,eng,jp
JT 01,Tokyo,東京
JT 02,Shimbashi,新橋
JT 03,Shinagawa,品川
JT 04,Kawasaki,川崎
JT 05,Yokohama,横浜
JT 06,Totsuka,"戸塚 "
JT 07,Ōfuna,大船
JT 08,Fujisawa,藤沢
JT 09,Tsujidō,辻堂
JT 10,Chigasaki,"茅ヶ崎 "
JT 11,Hiratsuka,平塚
JT 12,Ōiso,大磯
JT 13,Ninomiya,二宮
JT 14,Kōzu,国府津
JT 15,Kamonomiya,鴨宮
JT 16,Odawara,小田原
JT 17,Hayakawa,早川
JT 18,Nebukawa,根府川
JT 19,Manazaru,真鶴
JT 20,Yugawara,湯河原
JT 21,Atami,熱海
JT 22,Kinomiya,来宮
JT 23,Izu-Taga,伊豆多賀
JT 24,Ajiro,網代
JT 25,Usami,宇佐美
JT 26,Itō,伊東
