stationCode,eng,jp
OM 01,Ōimachi,大井町
OM 02,Shimo-shimmei,下神明
OM 03,Togoshi-kōen,戸越公園
OM 04,Nakanobu,中延
OM 05,Ebaramachi,荏原町
OM 06,Hatanodai,旗の台
OM 07,Kita-senzoku,北千束
OM 08,Ōokayama,大岡山
OM 09,Midorigaoka,緑が丘
OM 10,Jiyūgaoka,自由が丘
OM 11,KuhOM butsu,九品仏
OM 12,Oyamadai,尾山台
OM 13,Todoroki,等々力
OM 14,Kaminoge,上野毛
OM 15,Futako-tamagawa,二子玉川
DT 08,Futako-shinchi,二子新地
DT 09,Takatsu,高津
OM 16,Mizonokuchi,溝の口
