stationCode,eng,jp
IK 01,Gotanda,五反田
IK 02,Ōsakihirokōji,大崎広小路
IK 03,Togoshi-ginza,戸越銀座
IK 04,Ebara-nakanobu,荏原中延
IK 05,Hatanodai,旗の台
IK 06,Nagahara,長原
IK 07,Senzoku-ike,洗足池
IK 08,Ishikawa-dai,石川台
IK 09,Yukigaya-ōtsuka,雪が谷大塚
IK 10,Ontakesan,御嶽山
IK 11,Kugahara,久が原
IK 12,Chidorichō,千鳥町
IK 13,Ikegami,池上
IK 14,Hasunuma,蓮沼
IK 15,Kamata,蒲田
