stationCode,eng,jp
H 01,Naka-meguro,中目黒
H 02,Ebisu,恵比寿
H 03,Hiro-o,広尾
H 04,Roppongi,六本木
H 05,Kamiyacho,神谷町
H 06,Toranomon Hills,虎ノ門ヒルズ
H 07,Kasumigaseki,霞ケ関
H 08,Hibiya,日比谷
H 09,Ginza,銀座
H 10,Higashi-ginza,東銀座
H 11,Tsukiji,築地
H 12,Hatchobori,八丁堀
H 13,Kayabacho,茅場町
H 14,Ningyocho,人形町
H 15,Kodemmacho,小伝馬町
H 16,Akihabara,秋葉原
H 17,Naka-okachimachi,仲御徒町
H 18,Ueno,上野
H 19,Iriya,入谷
H 20,Minowa,三ノ輪
H 21,Minami-senju,南千住
H 22,Kita-senju,北千住
