stationCode,eng,jp
N 01,Meguro,目黒
N 02,Shirokanedai,白金台
N 03,Shirokane-takanawa,白金高輪
N 04,Azabu-juban,麻布十番
N 05,Roppongi-itchome,六本木一丁目
N 06,Tameike-sanno,溜池山王
N 07,Nagatacho,永田町
N 08,Yotsuya,四ツ谷
N 09,Ichigaya,市ケ谷
N 10,Iidabashi,飯田橋
N 11,Korakuen,後楽園
N 12,Todaimae,東大前
N 13,Hon-komagome,本駒込
N 14,Komagome,駒込
N 15,Nishigahara,西ケ原
N 16,Oji,王子
N 17,Oji-kamiya,王子神谷
N 18,Shimo,志茂
N 19,Akabane-iwabuchi,赤羽岩淵
