stationCode,eng,jp
C 01,Yoyogi-uehara,代々木上原
C 02,Yoyogi-koen,代々木公園
C 03,Meiji-jingumae (Harajuku),明治神宮前
C 04,Omote-sando,表参道
C 05,Nogizaka,乃木坂
C 06,Akasaka,赤坂
C 07,Kokkai-gijidomae,国会議事堂前
C 08,Kasumigaseki,霞ケ関
C 09,Hibiya,日比谷
C 10,Nijubashimae,二重橋前
C 11,Ōtemachi,大手町
C 12,Shin-ochanomizu,新御茶ノ水
C 13,Yushima,湯島
C 14,Nezu,根津
C 15,Sendagi,千駄木
C 16,Nishi-nippori,西日暮里
C 17,Machiya,町屋
C 18,Kita-senju,北千住
C 19,Ayase,綾瀬
C 20,Kita-ayase,北綾瀬
