stationCode,eng,jp
G 01,Shibuya,渋谷
G 02,Omote-sando,表参道
G 03,Gaiemmae,外苑前
G 04,Aoyama-itchome,青山一丁目
G 05,Akasaka-mitsuke,赤坂見附
G 06,Tameike-sanno,溜池山王
G 07,Toranomon,虎ノ門
G 08,Shimbashi,新橋
G 09,Ginza,銀座
G 10,Kyobashi,京橋
G 11,Nihombashi,日本橋
G 12,Mitsukoshimae,三越前
G 13,Kanda,神田
G 14,Suehirocho,末広町
G 15,Ueno-hirokoji,上野広小路
G 16,Ueno,上野
G 17,Inaricho,稲荷町
G 18,Tawaramachi,田原町
G 19,Asakusa,浅草
