stationCode,eng,jp
SO 31,Minami-Makigahara ,南万騎が原  
SO 32,Ryokuentoshi,緑園都市 
SO 33,Yayoidai,弥生台 
SO 34,Izumino,いずみ野
SO 35,Izumi-chūō,いずみ中央 
SO 36,Yumegaoka ,ゆめが丘  
SO 37,Shōnandai ,湘南台
