stationCode,eng,jp
SO 01,Yokohama,横浜
SO 02,Hiranumabashi,平沼橋
SO 03,Nishi-Yokohama,西横浜
SO 04,Tennōchō,天王町
SO 05,Hoshikawa,星川
SO 06,Wadamachi,和田町
SO 07,Kamihoshikawa,上星川
SO 08,Nishiya,西谷
SO 09,Tsurugamine,鶴ヶ峰
SO 10,Futamata-gawa,二俣川
SO 11,Kibōgaoka,希望ヶ丘
SO 12,Mitsukyō,三ツ境
SO 13,Seya,瀬谷
SO 14,Yamato,大和
SO 15,Sagami-Ōtsuka,相模大塚
SO 16,Sagamino,さがみ野
SO 17,Kashiwadai,かしわ台
SO 18,Ebina,海老名
SO 51,Hazawa Yokohama Kokudai,羽沢横浜国大
S) 52,Shin-yokohama,新横浜
