stationCode,eng,jp
TN 12,Shin-Tochigi,新栃木
TN 31,Yashū-Hirakawa,野州平川
TN 32,Yashū-Ōtsuka,野州大塚
TN 33,Mibu,壬生
TN 34,Kuniya,国谷
TN 35,Omocha-no-Machi,おもちゃのまち
TN 36,Yasuzuka,安塚
TN 37,Nishi-Kawada,西川田
TN 38,Esojima,江曽島
TN 39,Minami-Utsunomiya,南宇都宮
TN 40,Tōbu-Utsunomiya,東武宇都宮
