stationCode,eng,jp
TI 18,Ōta,太田
TI 51,Sammaibashi,三枚橋
TI 52,Jiroembashi,治良門橋
TI 53,Yabuzuka,藪塚
TI 54,Azami,阿左美
TI 55,Shin-kiryū,新桐生
TI 56,Aioi,相老
TI 57,Akagi,赤城
