stationCode,eng,jp
TN 23,Shimo-Imaichi,下今市
TN 51,Daiya-Mukō,大谷向
TN 52,Ōkuwa,大桑
TN 53,Shin-Takatoku,新高徳
TN 54,Kosagoe,小佐越
TN 55,Tobu World Square,東武ワールドスクウェア
TN 56,Kinugawa-Onsen,鬼怒川温泉
TN 57,Kinugawa-Kōen,鬼怒川公園
TN 58,Shin-Fujiwara,新藤原
