stationCode,eng,jp
KK 65,Shin-ōtsu,新大津
KK 66,Kitakurihama,北久里浜
KK 67,Keikyū Kurihama,京急久里浜
KK 68,YRP Nobi,YRP野比
KK 69,Keikyū Nagasawa,京急長沢
KK 70,Tsukuihama,津久井浜
KK 71,Miurakaigan,三浦海岸
KK 72,Misakiguchi,三崎口
