stationCode,eng,jp
S 21,Motoyawata,本八幡
S 20,Shinozaki,篠崎
S 19,Mizue,瑞江
S 18,Ichinoe,一之江
S 17,Funabori,船堀
S 16,Higashi-ojima,東大島
S 15,Ojima,大島
S 14,Nishi-ojima,西大島
S 13,Sumiyoshi,住吉
S 12,Kikukawa,菊川
S 11,Morishita,森下
S 10,Hamacho,浜町
S 09,Bakuro-yokoyama,馬喰横山
S 08,Iwamotocho,岩本町
S 07,Ogawamachi,小川町
S 06,Jimbocho,神保町
S 05,Kudanshita,九段下
S 04,Ichigaya,市ケ谷
S 03,Akebonobashi,曙橋
S 02,Shinjuku-sanchome,新宿三丁目
S 01,Shinjuku,新宿
