stationCode,eng,jp
NT 01,Nippori,日暮里
NT 02,Nishi-Nippori,西日暮里
NT 03,Akado-shōgakkōmae,赤土小学校前
NT 04,Kumanomae,熊野前
NT 05,Adachi-odai,足立小台
NT 06,Ōgi-ōhashi,扇大橋
NT 07,Kōya,高野
NT 08,Kōhoku,江北
NT 09,Nishiaraidaishi-nishi,西新井大師西
NT 10,Yazaike,谷在家
NT 11,Toneri-kōen,舎人公園
NT 12,Toneri,舎人
NT 13,Minumadai-shinsuikōen,見沼代親水公園
